,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_gamma,params_learning_rate,state
0,0,10.4054046,2024-01-20 21:10:32.324358,2024-01-20 21:15:13.702984,0 days 00:04:41.378626,8,0.9999,0.0011333677868277934,COMPLETE
1,1,8.881612200000001,2024-01-20 21:15:13.713428,2024-01-20 21:17:54.003845,0 days 00:02:40.290417,128,0.9,0.03834708697100513,COMPLETE
2,2,11.2571744,2024-01-20 21:17:54.004849,2024-01-20 21:20:34.772967,0 days 00:02:40.768118,128,0.995,0.0014194429090553325,COMPLETE
3,3,8.9028125,2024-01-20 21:20:34.772967,2024-01-20 21:25:13.705999,0 days 00:04:38.933032,8,0.98,0.303070794339007,COMPLETE
4,4,11.1486686,2024-01-20 21:25:13.707000,2024-01-20 21:27:54.434118,0 days 00:02:40.727118,128,0.995,1.9333305235454922e-05,COMPLETE
5,5,8.793459000000002,2024-01-20 21:27:54.435120,2024-01-20 21:29:05.524592,0 days 00:01:11.089472,32,0.995,0.0006765428967525298,PRUNED
6,6,10.662576199999998,2024-01-20 21:29:05.525593,2024-01-20 21:31:41.908357,0 days 00:02:36.382764,256,0.95,3.3449488536153545e-05,COMPLETE
7,7,11.224901200000001,2024-01-20 21:31:41.909360,2024-01-20 21:34:16.888279,0 days 00:02:34.978919,512,0.999,0.017129189834633813,COMPLETE
8,8,11.2514074,2024-01-20 21:34:16.889280,2024-01-20 21:37:56.652781,0 days 00:03:39.763501,16,0.99,0.00026417811438969336,COMPLETE
9,9,8.7289657,2024-01-20 21:37:56.652781,2024-01-20 21:39:12.839614,0 days 00:01:16.186833,64,0.995,0.009831343438629155,PRUNED
10,10,11.945341099999998,2024-01-20 21:39:12.839614,2024-01-20 21:41:57.667486,0 days 00:02:44.827872,128,0.98,0.5055725552226352,COMPLETE
11,11,11.1806067,2024-01-20 21:41:57.667486,2024-01-20 21:44:42.009955,0 days 00:02:44.342469,128,0.98,0.6793368336522463,COMPLETE
