,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_gamma,params_learning_rate,state
70,70,-1.484099,2024-01-24 23:06:40.101441,2024-01-24 23:10:11.645430,0 days 00:03:31.543989,64,0.9,0.0015496762967257295,PRUNED
71,71,0.058084399999999946,2024-01-24 23:10:11.645430,2024-01-24 23:14:01.594869,0 days 00:03:49.949439,32,0.95,0.0018481500514360369,PRUNED
72,72,-1.4705650000000001,2024-01-24 23:14:01.595946,2024-01-24 23:17:15.778716,0 days 00:03:14.182770,512,0.9,0.002629550667206459,PRUNED
73,73,0.5561791,2024-01-24 23:17:15.778716,2024-01-24 23:20:48.887743,0 days 00:03:33.109027,64,0.99,0.0006539080569455023,PRUNED
74,74,-7.139914599999999,2024-01-24 23:20:48.888746,2024-01-24 23:24:12.681494,0 days 00:03:23.792748,128,0.9,0.0011274866142921029,PRUNED
75,75,-1.4836130000000005,2024-01-24 23:24:12.682496,2024-01-24 23:27:28.545306,0 days 00:03:15.862810,512,0.9999,0.004074891147867236,PRUNED
76,76,0.5561762,2024-01-24 23:27:28.546308,2024-01-24 23:31:00.637919,0 days 00:03:32.091611,64,0.9,0.0002509053176962916,PRUNED
77,77,0.5559247,2024-01-24 23:31:00.637919,2024-01-24 23:36:48.748697,0 days 00:05:48.110778,8,0.995,0.0005561942257347864,PRUNED
78,78,-1.4929496000000002,2024-01-24 23:36:48.748697,2024-01-24 23:40:04.016865,0 days 00:03:15.268168,512,0.95,0.0008028694381938193,PRUNED
79,79,-0.327729,2024-01-24 23:40:04.017866,2024-01-24 23:43:22.650821,0 days 00:03:18.632955,256,0.9,0.0013543994336570977,PRUNED
80,80,0.5925358000000001,2024-01-24 23:43:22.651912,2024-01-24 23:50:42.024819,0 days 00:07:19.372907,32,0.99,0.0004337136813087707,COMPLETE
81,81,0.5969989,2024-01-24 23:50:42.025820,2024-01-24 23:58:04.102263,0 days 00:07:22.076443,32,0.99,0.00038311165403089097,COMPLETE
82,82,-1.4839718000000004,2024-01-24 23:58:04.102263,2024-01-25 00:01:55.558523,0 days 00:03:51.456260,32,0.99,0.0002769522069282774,PRUNED
83,83,0.5960807,2024-01-25 00:01:55.559539,2024-01-25 00:09:16.309724,0 days 00:07:20.750185,32,0.99,0.00040141454774084834,COMPLETE
84,84,0.5631811000000001,2024-01-25 00:09:16.309724,2024-01-25 00:13:07.881342,0 days 00:03:51.571618,32,0.99,0.0004358996865620473,PRUNED
85,85,0.7697293999999999,2024-01-25 00:13:07.882795,2024-01-25 00:20:24.637538,0 days 00:07:16.754743,32,0.99,0.0003798780409880095,COMPLETE
86,86,0.5563447000000001,2024-01-25 00:20:24.638538,2024-01-25 00:24:15.926749,0 days 00:03:51.288211,32,0.9,0.0001504416414337211,PRUNED
87,87,-1.4602581000000003,2024-01-25 00:24:15.926749,2024-01-25 00:28:07.613620,0 days 00:03:51.686871,32,0.999,0.0003718100745119755,PRUNED
88,88,-11.4146274,2024-01-25 00:28:07.614622,2024-01-25 00:31:58.763033,0 days 00:03:51.148411,32,0.98,0.0005243330326508876,PRUNED
89,89,0.5544805,2024-01-25 00:31:58.764086,2024-01-25 00:36:09.415192,0 days 00:04:10.651106,32,0.9,0.00023570211146304551,PRUNED
90,90,-6.652243499999999,2024-01-25 00:36:09.416193,2024-01-25 00:40:06.025791,0 days 00:03:56.609598,32,0.995,0.0003158454683293092,PRUNED
91,91,0.8627244,2024-01-25 00:40:06.025791,2024-01-25 00:47:37.305106,0 days 00:07:31.279315,32,0.99,0.00039897302885020364,COMPLETE
92,92,-1.1630093,2024-01-25 00:47:37.306369,2024-01-25 00:51:34.996187,0 days 00:03:57.689818,32,0.99,0.0006349931742956179,PRUNED
93,93,0.5564878,2024-01-25 00:51:34.996187,2024-01-25 00:55:31.589419,0 days 00:03:56.593232,32,0.99,0.00040587803781574005,PRUNED
94,94,0.5555004,2024-01-25 00:55:31.590586,2024-01-25 00:59:27.352096,0 days 00:03:55.761510,32,0.99,2.4813231726855025e-05,PRUNED
95,95,-1.3933126999999998,2024-01-25 00:59:27.353097,2024-01-25 01:03:24.882445,0 days 00:03:57.529348,32,0.99,0.000724317945428065,PRUNED
96,96,0.5552114,2024-01-25 01:03:24.882445,2024-01-25 01:07:00.837667,0 days 00:03:35.955222,64,0.9,0.0003414778423723059,PRUNED
97,97,0.32297070000000005,2024-01-25 01:07:00.837667,2024-01-25 01:11:36.416609,0 days 00:04:35.578942,16,0.99,0.0002129836964112979,PRUNED
98,98,0.5561756000000001,2024-01-25 01:11:36.417610,2024-01-25 01:15:32.641766,0 days 00:03:56.224156,32,0.9999,0.00015485865100428074,PRUNED
99,99,0.5550152,2024-01-25 01:15:32.643147,2024-01-25 01:21:24.244828,0 days 00:05:51.601681,8,0.95,0.000514847657515918,PRUNED
