,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_gamma,params_learning_rate,state
20,20,-18.0091933,2024-01-24 18:48:10.294634,2024-01-24 18:54:18.918829,0 days 00:06:08.624195,128,0.999,0.00024657612846947614,PRUNED
21,21,-19.691477999999996,2024-01-24 18:54:18.919827,2024-01-24 19:00:22.504852,0 days 00:06:03.585025,100,0.99,4.8391155112384984e-05,PRUNED
22,22,-18.007814000000003,2024-01-24 19:00:22.505849,2024-01-24 19:11:50.263335,0 days 00:11:27.757486,512,0.995,0.00015644519460131297,COMPLETE
23,23,-18.017133299999998,2024-01-24 19:11:50.263335,2024-01-24 19:17:53.807337,0 days 00:06:03.544002,512,0.999,1.3015650481456954e-05,PRUNED
24,24,-19.691477999999996,2024-01-24 19:17:53.807337,2024-01-24 19:23:57.364128,0 days 00:06:03.556791,128,0.995,0.0005486197058787519,PRUNED
25,25,-19.691477999999996,2024-01-24 19:23:57.364128,2024-01-24 19:29:59.635022,0 days 00:06:02.270894,100,0.999,0.0057247705530794986,PRUNED
26,26,-18.013844,2024-01-24 19:29:59.635991,2024-01-24 19:36:02.204318,0 days 00:06:02.568327,16,0.99,0.0021303231139046773,PRUNED
27,27,-18.0128442,2024-01-24 19:36:02.204318,2024-01-24 19:42:02.739683,0 days 00:06:00.535365,32,0.9,0.00016987428045025154,PRUNED
28,28,-18.016433499999998,2024-01-24 19:42:02.740681,2024-01-24 19:48:05.683719,0 days 00:06:02.943038,256,0.98,2.0885860137146266e-05,PRUNED
29,29,-18.0124463,2024-01-24 19:48:05.683719,2024-01-24 19:54:07.315177,0 days 00:06:01.631458,100,0.9999,0.0002785994786381381,PRUNED
30,30,-5.551422799999999,2024-01-24 19:54:07.316173,2024-01-24 20:05:36.999687,0 days 00:11:29.683514,64,0.95,9.869629179480412e-05,COMPLETE
31,31,-18.0216962,2024-01-24 20:05:37.000656,2024-01-24 20:11:39.847843,0 days 00:06:02.847187,512,0.95,8.509079954857942e-05,PRUNED
32,32,-18.010432700000003,2024-01-24 20:11:39.848812,2024-01-24 20:17:44.634407,0 days 00:06:04.785595,64,0.98,0.0004057495413219365,PRUNED
33,33,-9.7337275,2024-01-24 20:17:44.634407,2024-01-24 20:29:12.620138,0 days 00:11:27.985731,64,0.95,6.46055209436409e-05,COMPLETE
34,34,-18.012071400000004,2024-01-24 20:29:12.621136,2024-01-24 20:35:13.567567,0 days 00:06:00.946431,64,0.95,5.744870563632947e-05,PRUNED
35,35,-18.0079502,2024-01-24 20:35:13.568534,2024-01-24 20:41:16.724865,0 days 00:06:03.156331,64,0.95,0.0001177068146576617,PRUNED
36,36,-7.708482199999999,2024-01-24 20:41:16.725864,2024-01-24 20:52:41.563306,0 days 00:11:24.837442,64,0.95,3.157030512656968e-05,COMPLETE
37,37,-19.691477999999996,2024-01-24 20:52:41.563306,2024-01-24 20:58:44.057557,0 days 00:06:02.494251,64,0.95,2.1355646126471867e-05,PRUNED
38,38,-18.016333,2024-01-24 20:58:44.058518,2024-01-24 21:04:48.229213,0 days 00:06:04.170695,64,0.95,2.9144930620339637e-05,PRUNED
39,39,-9.7374574,2024-01-24 21:04:48.230210,2024-01-24 21:16:28.450628,0 days 00:11:40.220418,64,0.95,4.8452866515998355e-05,COMPLETE
40,40,-19.691477999999996,2024-01-24 21:16:28.451625,2024-01-24 21:22:36.099471,0 days 00:06:07.647846,64,0.95,6.535670813484765e-05,PRUNED
41,41,-11.8498442,2024-01-24 21:22:36.100468,2024-01-24 21:34:00.927449,0 days 00:11:24.826981,64,0.95,4.675901401605787e-05,COMPLETE
42,42,-18.0200603,2024-01-24 21:34:00.928417,2024-01-24 21:40:04.920394,0 days 00:06:03.991977,64,0.95,1.5153521500927425e-05,PRUNED
43,43,-18.0133325,2024-01-24 21:40:04.921392,2024-01-24 21:46:10.036976,0 days 00:06:05.115584,64,0.95,0.00011864728464448392,PRUNED
44,44,-7.7082786,2024-01-24 21:46:10.038006,2024-01-24 21:57:39.009657,0 days 00:11:28.971651,64,0.9999,2.7251677417602146e-05,COMPLETE
45,45,-18.014368100000002,2024-01-24 21:57:39.010654,2024-01-24 22:03:40.967952,0 days 00:06:01.957298,128,0.9999,2.187043531885583e-05,PRUNED
46,46,-18.0126725,2024-01-24 22:03:40.968949,2024-01-24 22:09:46.468939,0 days 00:06:05.499990,64,0.9999,3.508721496364041e-05,PRUNED
47,47,0.7165423,2024-01-24 22:09:46.468939,2024-01-24 22:21:15.934575,0 days 00:11:29.465636,256,0.9999,1.659367206990531e-05,COMPLETE
48,48,-19.691477999999996,2024-01-24 22:21:15.935572,2024-01-24 22:27:20.568066,0 days 00:06:04.632494,256,0.9999,1.2038578090527458e-05,PRUNED
49,49,-18.0179461,2024-01-24 22:27:20.569063,2024-01-24 22:33:24.096764,0 days 00:06:03.527701,256,0.9999,1.0131963382171384e-05,PRUNED
50,50,-18.015534799999998,2024-01-24 22:33:24.097762,2024-01-24 22:39:28.167169,0 days 00:06:04.069407,256,0.9999,2.5047562579950262e-05,PRUNED
51,51,-19.691477999999996,2024-01-24 22:39:28.168139,2024-01-24 22:45:31.485231,0 days 00:06:03.317092,128,0.9999,1.6538961562831484e-05,PRUNED
52,52,-18.0148675,2024-01-24 22:45:31.486228,2024-01-24 22:51:34.325838,0 days 00:06:02.839610,64,0.9999,3.606843077853477e-05,PRUNED
53,53,-18.009915799999998,2024-01-24 22:51:34.326836,2024-01-24 22:57:36.216493,0 days 00:06:01.889657,256,0.98,6.75221454840657e-05,PRUNED
54,54,-18.0174943,2024-01-24 22:57:36.216493,2024-01-24 23:03:39.367676,0 days 00:06:03.151183,32,0.9,9.259801429822317e-05,PRUNED
55,55,-3.697352099999999,2024-01-24 23:03:39.367676,2024-01-24 23:15:06.492030,0 days 00:11:27.124354,16,0.99,1.750383874892236e-05,COMPLETE
56,56,-19.691477999999996,2024-01-24 23:15:06.493027,2024-01-24 23:21:09.817580,0 days 00:06:03.324553,16,0.99,1.6249526945098643e-05,PRUNED
57,57,-19.691477999999996,2024-01-24 23:21:09.818576,2024-01-24 23:27:18.005820,0 days 00:06:08.187244,16,0.99,2.816164854084206e-05,PRUNED
58,58,-18.008766,2024-01-24 23:27:18.006818,2024-01-24 23:33:20.507117,0 days 00:06:02.500299,16,0.99,1.6599044708772767e-05,PRUNED
59,59,-18.014640300000003,2024-01-24 23:33:20.508115,2024-01-24 23:39:21.818626,0 days 00:06:01.310511,128,0.99,0.005859816094968132,PRUNED
60,60,-18.013601,2024-01-24 23:39:21.819595,2024-01-24 23:45:28.811640,0 days 00:06:06.992045,16,0.999,0.00020686128987560084,PRUNED
61,61,-3.6085997,2024-01-24 23:45:28.812637,2024-01-24 23:57:00.542054,0 days 00:11:31.729417,64,0.95,4.895662349583947e-05,COMPLETE
62,62,-9.7345225,2024-01-24 23:57:00.542054,2024-01-25 00:08:25.356566,0 days 00:11:24.814512,64,0.9999,3.917864915160158e-05,COMPLETE
63,63,-19.691477999999996,2024-01-25 00:08:25.356566,2024-01-25 00:14:31.071453,0 days 00:06:05.714887,128,0.995,2.5486559781493985e-05,PRUNED
64,64,-18.019354899999996,2024-01-25 00:14:31.072451,2024-01-25 00:20:33.413684,0 days 00:06:02.341233,256,0.999,4.384112778320714e-05,PRUNED
65,65,-18.011782099999998,2024-01-25 00:20:33.414682,2024-01-25 00:26:36.366028,0 days 00:06:02.951346,32,0.95,1.8558128937564423e-05,PRUNED
66,66,-18.014497,2024-01-25 00:26:36.366996,2024-01-25 00:32:42.569895,0 days 00:06:06.202899,16,0.99,3.149092386061788e-05,PRUNED
67,67,-19.691477999999996,2024-01-25 00:32:42.570893,2024-01-25 00:38:48.532724,0 days 00:06:05.961831,64,0.9999,0.0008842410876098553,PRUNED
68,68,-18.0091894,2024-01-25 00:38:48.533722,2024-01-25 00:44:50.956805,0 days 00:06:02.423083,100,0.9,1.2007070063328495e-05,PRUNED
69,69,-7.628601700000002,2024-01-25 00:44:50.956805,2024-01-25 00:56:18.030269,0 days 00:11:27.073464,64,0.98,0.0022463310054069738,COMPLETE
70,70,-19.691477999999996,2024-01-25 00:56:18.031266,2024-01-25 01:02:19.456857,0 days 00:06:01.425591,64,0.98,0.002185955470881859,PRUNED
71,71,-18.0205806,2024-01-25 01:02:19.457877,2024-01-25 01:08:22.115326,0 days 00:06:02.657449,64,0.98,0.005854002135856484,PRUNED
72,72,-18.0115412,2024-01-25 01:08:22.116323,2024-01-25 01:14:24.373259,0 days 00:06:02.256936,64,0.98,0.009927202500962221,PRUNED
73,73,-18.0110972,2024-01-25 01:14:24.374256,2024-01-25 01:20:26.326274,0 days 00:06:01.952018,64,0.98,0.004194910748246494,PRUNED
74,74,-5.653847299999999,2024-01-25 01:20:26.327271,2024-01-25 01:31:55.581841,0 days 00:11:29.254570,128,0.95,5.4716481813341505e-05,COMPLETE
75,75,-18.011068700000003,2024-01-25 01:31:55.582809,2024-01-25 01:38:00.435171,0 days 00:06:04.852362,64,0.95,8.312858849133868e-05,PRUNED
76,76,-18.0190885,2024-01-25 01:38:00.436206,2024-01-25 01:44:04.152270,0 days 00:06:03.716064,128,0.95,4.943063413819694e-05,PRUNED
77,77,-18.0134967,2024-01-25 01:44:04.153269,2024-01-25 01:50:08.455941,0 days 00:06:04.302672,256,0.95,0.0003934826006309417,PRUNED
78,78,-18.0114136,2024-01-25 01:50:08.456939,2024-01-25 01:56:11.346257,0 days 00:06:02.889318,64,0.95,5.3940942459924456e-05,PRUNED
79,79,-16.0068759,2024-01-25 01:56:11.347255,2024-01-25 02:02:13.484830,0 days 00:06:02.137575,512,0.95,1.3978683308469209e-05,PRUNED
80,80,-19.691477999999996,2024-01-25 02:02:13.484830,2024-01-25 02:08:17.289534,0 days 00:06:03.804704,64,0.995,0.00012993892428638152,PRUNED
81,81,-11.8710845,2024-01-25 02:08:17.290532,2024-01-25 02:14:20.013636,0 days 00:06:02.723104,128,0.999,0.00723635115976099,PRUNED
82,82,-11.8211837,2024-01-25 02:14:20.014634,2024-01-25 02:20:23.727470,0 days 00:06:03.712836,128,0.95,0.0017348808486585053,PRUNED
83,83,-18.012316900000002,2024-01-25 02:20:23.728468,2024-01-25 02:26:26.265193,0 days 00:06:02.536725,128,0.9999,4.011912850364604e-05,PRUNED
84,84,-19.691477999999996,2024-01-25 02:26:26.266190,2024-01-25 02:32:27.978336,0 days 00:06:01.712146,128,0.999,2.4830898821072022e-05,PRUNED
85,85,-18.0185686,2024-01-25 02:32:27.979332,2024-01-25 02:38:30.204721,0 days 00:06:02.225389,16,0.95,2.1361946698834872e-05,PRUNED
86,86,-11.874744799999998,2024-01-25 02:38:30.205718,2024-01-25 02:44:34.819214,0 days 00:06:04.613496,100,0.99,0.003964973728292946,PRUNED
87,87,-18.0132153,2024-01-25 02:44:34.820211,2024-01-25 02:50:37.032781,0 days 00:06:02.212570,64,0.98,3.09575968319497e-05,PRUNED
88,88,-18.009781699999998,2024-01-25 02:50:37.033749,2024-01-25 02:56:37.872317,0 days 00:06:00.838568,32,0.95,0.00280138748164003,PRUNED
89,89,-18.0140194,2024-01-25 02:56:37.873282,2024-01-25 03:02:40.281721,0 days 00:06:02.408439,256,0.9999,1.9748179757077944e-05,PRUNED
90,90,-18.014002400000003,2024-01-25 03:02:40.282690,2024-01-25 03:08:43.372306,0 days 00:06:03.089616,64,0.9,0.0012289093962765947,PRUNED
91,91,-9.760080499999999,2024-01-25 03:08:43.373304,2024-01-25 03:14:50.517725,0 days 00:06:07.144421,64,0.95,6.412897049816292e-05,PRUNED
92,92,-19.691477999999996,2024-01-25 03:14:50.518721,2024-01-25 03:20:53.137293,0 days 00:06:02.618572,64,0.95,7.286829597891562e-05,PRUNED
93,93,-18.009081100000003,2024-01-25 03:20:53.137293,2024-01-25 03:26:55.159532,0 days 00:06:02.022239,64,0.95,5.856112344197966e-05,PRUNED
94,94,-18.0134566,2024-01-25 03:26:55.160496,2024-01-25 03:32:59.346418,0 days 00:06:04.185922,64,0.95,0.00010661394910142623,PRUNED
95,95,-19.691477999999996,2024-01-25 03:32:59.346418,2024-01-25 03:39:02.457733,0 days 00:06:03.111315,128,0.95,8.143708957268821e-05,PRUNED
96,96,-18.019683199999996,2024-01-25 03:39:02.458730,2024-01-25 03:45:05.832579,0 days 00:06:03.373849,64,0.999,4.200507706117865e-05,PRUNED
97,97,-18.0103164,2024-01-25 03:45:05.833576,2024-01-25 03:51:09.995722,0 days 00:06:04.162146,16,0.9999,2.5733044078912418e-05,PRUNED
98,98,-18.0193031,2024-01-25 03:51:09.996779,2024-01-25 03:57:13.111551,0 days 00:06:03.114772,512,0.99,1.0201183178380077e-05,PRUNED
99,99,-11.7914289,2024-01-25 03:57:13.112548,2024-01-25 04:03:16.217707,0 days 00:06:03.105159,256,0.95,3.4489287039583096e-05,PRUNED
