,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_gamma,params_learning_rate,state
19,19,-14.011285899999999,2024-01-24 15:41:48.247137,2024-01-24 15:45:16.709343,0 days 00:03:28.462206,256,0.99,4.501586413574981e-05,PRUNED
20,20,-7.654583099999999,2024-01-24 15:45:16.710343,2024-01-24 15:48:45.437458,0 days 00:03:28.727115,256,0.99,2.2350288120086157e-05,PRUNED
21,21,-13.958076700000001,2024-01-24 15:48:45.438489,2024-01-24 15:55:33.805117,0 days 00:06:48.366628,32,0.9999,1.0799542320380672e-05,PRUNED
22,22,-7.8931524,2024-01-24 15:55:33.806098,2024-01-24 15:59:35.627566,0 days 00:04:01.821468,32,0.9999,1.9051431688345363e-05,PRUNED
23,23,-9.8069328,2024-01-24 15:59:35.627566,2024-01-24 16:03:23.982361,0 days 00:03:48.354795,32,0.9999,6.209434270835489e-05,PRUNED
24,24,-1.6380872999999994,2024-01-24 16:03:23.982361,2024-01-24 16:10:12.111144,0 days 00:06:48.128783,32,0.9999,0.0001348456735842292,COMPLETE
25,25,-9.8832887,2024-01-24 16:10:12.126850,2024-01-24 16:13:48.197773,0 days 00:03:36.070923,32,0.9999,0.0004228139749417738,PRUNED
26,26,-5.5942247,2024-01-24 16:13:48.197773,2024-01-24 16:17:55.821522,0 days 00:04:07.623749,8,0.95,0.0001570234428517181,PRUNED
27,27,-7.927025,2024-01-24 16:17:55.821522,2024-01-24 16:21:26.458298,0 days 00:03:30.636776,64,0.98,0.00011027855002854233,PRUNED
28,28,-5.6329687999999996,2024-01-24 16:21:26.458298,2024-01-24 16:24:54.493385,0 days 00:03:28.035087,128,0.999,0.00026915116000896086,PRUNED
29,29,-3.779439599999999,2024-01-24 16:24:54.493385,2024-01-24 16:28:30.078446,0 days 00:03:35.585061,32,0.9999,6.360926481858975e-05,PRUNED
30,30,-11.8974459,2024-01-24 16:28:30.078446,2024-01-24 16:32:15.995735,0 days 00:03:45.917289,16,0.995,0.0008000169015704001,PRUNED
31,31,-11.7581313,2024-01-24 16:32:15.995735,2024-01-24 16:35:50.143504,0 days 00:03:34.147769,32,0.9999,1.535779576812684e-05,PRUNED
32,32,-14.0163768,2024-01-24 16:35:50.143504,2024-01-24 16:39:26.440107,0 days 00:03:36.296603,32,0.9999,0.0020863409785631722,PRUNED
33,33,-16.0663727,2024-01-24 16:39:26.455766,2024-01-24 16:43:02.264154,0 days 00:03:35.808388,32,0.9999,8.835824945364132e-05,PRUNED
34,34,-11.844056199999999,2024-01-24 16:43:02.264154,2024-01-24 16:46:29.038807,0 days 00:03:26.774653,512,0.9999,3.745355385411791e-05,PRUNED
35,35,-3.7751162999999996,2024-01-24 16:46:29.038807,2024-01-24 16:50:04.925980,0 days 00:03:35.887173,32,0.9,1.9532721190005808e-05,PRUNED
36,36,-11.930085599999998,2024-01-24 16:50:04.925980,2024-01-24 16:53:32.835436,0 days 00:03:27.909456,256,0.99,8.157866255277062e-05,PRUNED
37,37,-5.805139299999999,2024-01-24 16:53:32.835436,2024-01-24 16:56:58.931659,0 days 00:03:26.096223,512,0.98,2.9685670600517988e-05,PRUNED
38,38,-1.5186113,2024-01-24 16:56:58.931659,2024-01-24 17:03:31.002856,0 days 00:06:32.071197,128,0.9999,0.0001916002966386652,COMPLETE
39,39,-1.7343290999999996,2024-01-24 17:03:31.002856,2024-01-24 17:10:04.499312,0 days 00:06:33.496456,128,0.95,0.00031630019419135483,COMPLETE
40,40,-7.7544404,2024-01-24 17:10:04.499312,2024-01-24 17:13:32.548328,0 days 00:03:28.049016,128,0.999,0.0001855374456478455,PRUNED
41,41,-9.870312,2024-01-24 17:13:32.548328,2024-01-24 17:17:00.177467,0 days 00:03:27.629139,128,0.9999,1.0093186109084357e-05,PRUNED
42,42,-11.8192369,2024-01-24 17:17:00.177467,2024-01-24 17:20:40.270495,0 days 00:03:40.093028,16,0.9999,0.00011749748161993942,PRUNED
43,43,-9.7617315,2024-01-24 17:20:40.270495,2024-01-24 17:24:17.275063,0 days 00:03:37.004568,32,0.9999,1.6148483602350485e-05,PRUNED
44,44,-5.6005973,2024-01-24 17:24:17.275063,2024-01-24 17:27:45.107133,0 days 00:03:27.832070,128,0.995,0.0003967716388070707,PRUNED
45,45,-5.821309499999999,2024-01-24 17:27:45.107133,2024-01-24 17:31:11.891487,0 days 00:03:26.784354,256,0.9,0.001868896007103688,PRUNED
46,46,-5.731559399999999,2024-01-24 17:31:11.891487,2024-01-24 17:34:43.160092,0 days 00:03:31.268605,64,0.99,4.775808574795802e-05,PRUNED
47,47,-7.703896799999998,2024-01-24 17:34:43.160092,2024-01-24 17:38:51.655736,0 days 00:04:08.495644,8,0.9999,0.00016774730336791135,PRUNED
48,48,-11.8920974,2024-01-24 17:38:51.655736,2024-01-24 17:42:27.216082,0 days 00:03:35.560346,32,0.9999,0.00022965149320361216,PRUNED
49,49,-7.756827799999998,2024-01-24 17:42:27.217082,2024-01-24 17:45:53.591615,0 days 00:03:26.374533,256,0.99,0.0006033060891978319,PRUNED
50,50,-3.6127528999999994,2024-01-24 17:45:53.591615,2024-01-24 17:49:19.770001,0 days 00:03:26.178386,512,0.999,2.5822668665447398e-05,PRUNED
51,51,-5.8771485,2024-01-24 17:49:19.770001,2024-01-24 17:52:47.183190,0 days 00:03:27.413189,128,0.95,0.0003093936783786638,PRUNED
52,52,-5.776061799999999,2024-01-24 17:52:47.183190,2024-01-24 17:56:14.079785,0 days 00:03:26.896595,128,0.95,0.00045915739329613467,PRUNED
53,53,-1.3759779999999995,2024-01-24 17:56:14.080784,2024-01-24 18:02:46.768438,0 days 00:06:32.687654,128,0.95,0.00012835915073536173,COMPLETE
54,54,-3.4860891,2024-01-24 18:02:46.782093,2024-01-24 18:06:13.784693,0 days 00:03:27.002600,128,0.95,6.804222363281277e-05,PRUNED
55,55,-14.008576199999998,2024-01-24 18:06:13.784693,2024-01-24 18:09:50.865637,0 days 00:03:37.080944,32,0.9999,0.00014341958999997627,PRUNED
56,56,-3.598292099999999,2024-01-24 18:09:50.865637,2024-01-24 18:13:18.094008,0 days 00:03:27.228371,128,0.99,0.00010165597360869611,PRUNED
57,57,-3.6773967999999995,2024-01-24 18:13:18.094008,2024-01-24 18:16:44.057656,0 days 00:03:25.963648,256,0.98,4.0580565625548915e-05,PRUNED
58,58,-13.9608891,2024-01-24 18:16:44.057656,2024-01-24 18:20:27.645900,0 days 00:03:43.588244,16,0.95,0.00021480431755188333,PRUNED
59,59,-7.875872000000001,2024-01-24 18:20:27.645900,2024-01-24 18:24:26.429530,0 days 00:03:58.783630,8,0.995,1.457091754202785e-05,PRUNED
60,60,-5.7920096999999995,2024-01-24 18:24:26.429530,2024-01-24 18:28:01.243966,0 days 00:03:34.814436,32,0.9999,5.111062840371342e-05,PRUNED
61,61,-5.799190899999999,2024-01-24 18:28:01.243966,2024-01-24 18:31:28.654116,0 days 00:03:27.410150,128,0.95,0.0003421890095430135,PRUNED
62,62,-16.009758799999997,2024-01-24 18:31:28.654116,2024-01-24 18:34:54.673953,0 days 00:03:26.019837,128,0.95,0.00013512870584852076,PRUNED
63,63,-1.6623649999999999,2024-01-24 18:34:54.673953,2024-01-24 18:41:26.137459,0 days 00:06:31.463506,128,0.95,0.0002276948268360069,COMPLETE
64,64,-7.8531824,2024-01-24 18:41:26.137459,2024-01-24 18:44:55.770811,0 days 00:03:29.633352,64,0.95,0.0002583142266993865,PRUNED
65,65,-9.802890699999999,2024-01-24 18:44:55.770811,2024-01-24 18:48:22.667610,0 days 00:03:26.896799,128,0.9,0.0056788194042100264,PRUNED
66,66,-1.6810450999999993,2024-01-24 18:48:22.668636,2024-01-24 18:55:10.833275,0 days 00:06:48.164639,32,0.9999,7.678757640734271e-05,COMPLETE
67,67,-5.7878706,2024-01-24 18:55:10.833275,2024-01-24 18:58:45.381633,0 days 00:03:34.548358,32,0.9999,7.146587500105612e-05,PRUNED
68,68,-1.4955870999999996,2024-01-24 18:58:45.381633,2024-01-24 19:05:15.059178,0 days 00:06:29.677545,256,0.99,9.291838187096022e-05,COMPLETE
69,69,-7.816867899999998,2024-01-24 19:05:15.059178,2024-01-24 19:08:43.399333,0 days 00:03:28.340155,256,0.99,0.00011580887685663811,PRUNED
70,70,-5.678270499999998,2024-01-24 19:08:43.399333,2024-01-24 19:12:10.108138,0 days 00:03:26.708805,256,0.99,9.079583647568543e-05,PRUNED
71,71,-5.7607365,2024-01-24 19:12:10.108138,2024-01-24 19:15:36.156846,0 days 00:03:26.048708,256,0.99,0.0001803743326215007,PRUNED
72,72,-9.761774499999998,2024-01-24 19:15:36.156846,2024-01-24 19:19:02.099565,0 days 00:03:25.942719,256,0.99,0.00013253965496542167,PRUNED
73,73,-5.853791999999999,2024-01-24 19:19:02.099565,2024-01-24 19:22:35.198144,0 days 00:03:33.098579,32,0.9999,8.765347087850807e-05,PRUNED
74,74,-5.753290199999999,2024-01-24 19:22:35.198144,2024-01-24 19:26:02.452869,0 days 00:03:27.254725,128,0.95,5.801261234902652e-05,PRUNED
75,75,0.6968972000000002,2024-01-24 19:26:02.452869,2024-01-24 19:32:46.201880,0 days 00:06:43.749011,32,0.9999,0.00020438746988907198,COMPLETE
76,76,-7.944599599999999,2024-01-24 19:32:46.201880,2024-01-24 19:36:11.221618,0 days 00:03:25.019738,512,0.98,0.00020681096449408782,PRUNED
77,77,-1.3557985,2024-01-24 19:36:11.237248,2024-01-24 19:42:43.808684,0 days 00:06:32.571436,128,0.999,0.0002579457678382342,COMPLETE
78,78,-3.620052199999999,2024-01-24 19:42:43.808684,2024-01-24 19:46:11.412429,0 days 00:03:27.603745,256,0.999,0.00016439785854702895,PRUNED
79,79,-11.890681899999999,2024-01-24 19:46:11.412429,2024-01-24 19:49:57.488013,0 days 00:03:46.075584,16,0.999,0.0005819855899287201,PRUNED
80,80,-10.0248638,2024-01-24 19:49:57.488013,2024-01-24 19:53:32.248119,0 days 00:03:34.760106,32,0.999,0.0009240083999737778,PRUNED
81,81,-7.752477999999999,2024-01-24 19:53:32.248119,2024-01-24 19:56:59.577319,0 days 00:03:27.329200,128,0.999,0.0002610646593244703,PRUNED
82,82,-16.0493053,2024-01-24 19:56:59.577319,2024-01-24 20:00:25.798520,0 days 00:03:26.221201,128,0.9999,0.0001136477066249236,PRUNED
83,83,-7.857360099999999,2024-01-24 20:00:25.798520,2024-01-24 20:03:53.180513,0 days 00:03:27.381993,128,0.99,0.0003451620631353357,PRUNED
84,84,-5.798638899999999,2024-01-24 20:03:53.180513,2024-01-24 20:07:20.235982,0 days 00:03:27.055469,128,0.995,0.00022053060464733516,PRUNED
85,85,-5.9362536,2024-01-24 20:07:20.235982,2024-01-24 20:10:50.270971,0 days 00:03:30.034989,64,0.9999,0.00014641970533087515,PRUNED
86,86,-16.1803823,2024-01-24 20:10:50.270971,2024-01-24 20:14:56.705534,0 days 00:04:06.434563,8,0.9,0.0004759611547062538,PRUNED
87,87,-9.9257522,2024-01-24 20:14:56.705534,2024-01-24 20:18:22.786388,0 days 00:03:26.080854,128,0.95,0.00019030698536873296,PRUNED
88,88,-13.896652499999997,2024-01-24 20:18:22.786388,2024-01-24 20:21:57.402582,0 days 00:03:34.616194,32,0.9999,0.0002542892919920542,PRUNED
89,89,-3.643299499999999,2024-01-24 20:21:57.402582,2024-01-24 20:25:23.598632,0 days 00:03:26.196050,256,0.99,0.00029211268845322794,PRUNED
90,90,-7.890765199999999,2024-01-24 20:25:23.598632,2024-01-24 20:28:50.547072,0 days 00:03:26.948440,128,0.999,0.00038981495512854347,PRUNED
91,91,-7.8955264,2024-01-24 20:28:50.547072,2024-01-24 20:32:23.828957,0 days 00:03:33.281885,32,0.9999,7.116895313097331e-05,PRUNED
92,92,-7.8881866999999986,2024-01-24 20:32:23.828957,2024-01-24 20:35:58.507668,0 days 00:03:34.678711,32,0.9999,7.793003076122397e-05,PRUNED
93,93,-7.818787999999998,2024-01-24 20:35:58.507668,2024-01-24 20:39:33.384331,0 days 00:03:34.876663,32,0.9999,9.723500030635656e-05,PRUNED
94,94,-13.9590689,2024-01-24 20:39:33.384331,2024-01-24 20:43:07.224576,0 days 00:03:33.840245,32,0.9999,0.00016619641523279028,PRUNED
95,95,-13.955197499999997,2024-01-24 20:43:07.224576,2024-01-24 20:46:39.710379,0 days 00:03:32.485803,32,0.9999,0.00011734003187876636,PRUNED
96,96,-1.7281114999999996,2024-01-24 20:46:39.710379,2024-01-24 20:50:07.065020,0 days 00:03:27.354641,128,0.95,0.00010213421291503881,PRUNED
97,97,-5.933507099999999,2024-01-24 20:50:07.065020,2024-01-24 20:53:32.133242,0 days 00:03:25.068222,512,0.9999,0.0001261464636332792,PRUNED
98,98,-3.8586142999999993,2024-01-24 20:53:32.133242,2024-01-24 20:57:05.246760,0 days 00:03:33.113518,32,0.98,4.155970621287832e-05,PRUNED
99,99,-9.916475799999999,2024-01-24 20:57:05.246760,2024-01-24 21:00:30.741881,0 days 00:03:25.495121,256,0.99,3.409521403197257e-05,PRUNED
