,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_gamma,params_learning_rate,state
37,37,-18.0150157,2024-01-24 15:54:27.619302,2024-01-24 15:57:11.290468,0 days 00:02:43.671166,128,0.99,0.0014270741948559287,PRUNED
38,38,-18.017122399999998,2024-01-24 15:57:11.290468,2024-01-24 15:59:54.668223,0 days 00:02:43.377755,128,0.99,0.0035373091640019407,PRUNED
39,39,-18.019928,2024-01-24 15:59:54.669224,2024-01-24 16:02:37.907304,0 days 00:02:43.238080,32,0.99,0.002032912305438855,PRUNED
40,40,-3.4949413,2024-01-24 16:02:37.908304,2024-01-24 16:07:43.506248,0 days 00:05:05.597944,64,0.95,0.0005575396732303957,COMPLETE
41,41,-18.008378699999998,2024-01-24 16:07:43.506248,2024-01-24 16:10:26.401151,0 days 00:02:42.894903,64,0.95,0.0004990157560853151,PRUNED
42,42,-18.0083438,2024-01-24 16:10:26.402151,2024-01-24 16:13:10.857759,0 days 00:02:44.455608,64,0.95,0.0067012564836993705,PRUNED
43,43,-5.604320199999999,2024-01-24 16:13:10.858761,2024-01-24 16:18:15.744964,0 days 00:05:04.886203,64,0.95,0.0002326385301347555,COMPLETE
44,44,-19.691477999999996,2024-01-24 16:18:15.744964,2024-01-24 16:21:00.519833,0 days 00:02:44.774869,64,0.95,0.00027899242162338967,PRUNED
45,45,-19.691477999999996,2024-01-24 16:21:00.519833,2024-01-24 16:23:43.851559,0 days 00:02:43.331726,64,0.95,0.00019889838812211946,PRUNED
46,46,-19.691477999999996,2024-01-24 16:23:43.852557,2024-01-24 16:26:26.958678,0 days 00:02:43.106121,64,0.95,1.5981320804433902e-05,PRUNED
47,47,-18.01955,2024-01-24 16:26:26.958678,2024-01-24 16:29:09.517983,0 days 00:02:42.559305,64,0.995,0.004135802727036696,PRUNED
48,48,-19.691477999999996,2024-01-24 16:29:09.517983,2024-01-24 16:31:52.612839,0 days 00:02:43.094856,256,0.95,5.073089925645483e-05,PRUNED
49,49,-18.077769800000002,2024-01-24 16:31:52.613841,2024-01-24 16:34:35.487344,0 days 00:02:42.873503,16,0.9,0.007587570959780391,PRUNED
50,50,-18.014479799999997,2024-01-24 16:34:35.488345,2024-01-24 16:37:18.922441,0 days 00:02:43.434096,64,0.999,0.002200653387636763,PRUNED
51,51,-18.012983900000002,2024-01-24 16:37:18.923442,2024-01-24 16:40:02.169557,0 days 00:02:43.246115,512,0.98,0.000739955715619235,PRUNED
52,52,-18.0094196,2024-01-24 16:40:02.169557,2024-01-24 16:42:44.810993,0 days 00:02:42.641436,100,0.98,0.00036271407631472823,PRUNED
53,53,-18.0195459,2024-01-24 16:42:44.811993,2024-01-24 16:45:28.082217,0 days 00:02:43.270224,64,0.99,0.0007056922815771919,PRUNED
54,54,-18.022082,2024-01-24 16:45:28.083219,2024-01-24 16:48:10.808258,0 days 00:02:42.725039,128,0.98,0.005449252137157005,PRUNED
55,55,-9.713300499999999,2024-01-24 16:48:10.809258,2024-01-24 16:53:17.021425,0 days 00:05:06.212167,100,0.95,0.00019498825995093076,COMPLETE
56,56,-18.020761900000004,2024-01-24 16:53:17.022427,2024-01-24 16:55:59.933905,0 days 00:02:42.911478,64,0.95,0.00020204495204544868,PRUNED
57,57,-18.0152963,2024-01-24 16:55:59.934904,2024-01-24 16:58:43.219408,0 days 00:02:43.284504,100,0.95,0.0010394292957361933,PRUNED
58,58,-19.691477999999996,2024-01-24 16:58:43.220407,2024-01-24 17:01:26.510124,0 days 00:02:43.289717,32,0.95,0.00015939014335818945,PRUNED
59,59,-18.0133894,2024-01-24 17:01:26.511126,2024-01-24 17:04:09.561598,0 days 00:02:43.050472,256,0.95,1.2050861237255433e-05,PRUNED
60,60,-18.018312899999998,2024-01-24 17:04:09.562597,2024-01-24 17:06:52.804570,0 days 00:02:43.241973,64,0.99,0.0004282442427019751,PRUNED
61,61,-18.0108873,2024-01-24 17:06:52.805573,2024-01-24 17:09:36.144069,0 days 00:02:43.338496,100,0.98,0.00010186823219645791,PRUNED
62,62,-18.012534699999996,2024-01-24 17:09:36.145071,2024-01-24 17:12:22.677307,0 days 00:02:46.532236,100,0.995,0.0005938316676559948,PRUNED
63,63,-18.0183246,2024-01-24 17:12:22.678311,2024-01-24 17:15:06.779188,0 days 00:02:44.100877,100,0.98,0.0003097460153810334,PRUNED
64,64,-18.017378700000002,2024-01-24 17:15:06.779188,2024-01-24 17:17:49.883737,0 days 00:02:43.104549,100,0.95,0.009801947601042684,PRUNED
65,65,-18.0157759,2024-01-24 17:17:49.883737,2024-01-24 17:20:32.991228,0 days 00:02:43.107491,16,0.9,3.830576281890649e-05,PRUNED
66,66,-15.9825348,2024-01-24 17:20:32.991228,2024-01-24 17:23:17.433215,0 days 00:02:44.441987,100,0.999,0.00026285048450140516,PRUNED
67,67,-13.9830339,2024-01-24 17:23:17.434215,2024-01-24 17:26:00.476445,0 days 00:02:43.042230,512,0.99,9.480923217762643e-05,PRUNED
68,68,-18.0165293,2024-01-24 17:26:00.477446,2024-01-24 17:28:43.542734,0 days 00:02:43.065288,128,0.98,0.0002412214119360732,PRUNED
69,69,-18.0181495,2024-01-24 17:28:43.543733,2024-01-24 17:31:27.164319,0 days 00:02:43.620586,64,0.95,2.3568601077087394e-05,PRUNED
70,70,-18.019534,2024-01-24 17:31:27.165318,2024-01-24 17:34:10.125697,0 days 00:02:42.960379,100,0.99,0.0014406191163255715,PRUNED
71,71,-7.6746569,2024-01-24 17:34:10.126696,2024-01-24 17:39:15.316342,0 days 00:05:05.189646,100,0.9999,0.00043799081768262265,COMPLETE
72,72,-18.0179624,2024-01-24 17:39:15.316342,2024-01-24 17:41:58.616746,0 days 00:02:43.300404,100,0.9999,0.0003627168945534972,PRUNED
73,73,-18.020282700000003,2024-01-24 17:41:58.617747,2024-01-24 17:44:41.999245,0 days 00:02:43.381498,100,0.9999,0.0001654214384244098,PRUNED
74,74,-9.7309189,2024-01-24 17:44:42.000254,2024-01-24 17:47:25.908913,0 days 00:02:43.908659,100,0.9999,0.0005861548287576601,PRUNED
75,75,-18.015954699999998,2024-01-24 17:47:25.909916,2024-01-24 17:50:09.700915,0 days 00:02:43.790999,128,0.98,0.000423201586143049,PRUNED
76,76,-18.0111688,2024-01-24 17:50:09.700915,2024-01-24 17:52:52.688937,0 days 00:02:42.988022,100,0.99,0.00011628452897488145,PRUNED
77,77,-9.762747300000001,2024-01-24 17:52:52.688937,2024-01-24 17:55:35.905038,0 days 00:02:43.216101,64,0.95,7.460218671453163e-05,PRUNED
78,78,-18.0143529,2024-01-24 17:55:35.905038,2024-01-24 17:58:22.369702,0 days 00:02:46.464664,32,0.9999,0.000936427020685912,PRUNED
79,79,-14.084583700000001,2024-01-24 17:58:22.370702,2024-01-24 18:01:08.219642,0 days 00:02:45.848940,256,0.9,0.0031859088616727656,PRUNED
80,80,-3.4358300999999996,2024-01-24 18:01:08.219642,2024-01-24 18:06:12.649044,0 days 00:05:04.429402,64,0.95,0.0007205148359443908,COMPLETE
81,81,-19.691477999999996,2024-01-24 18:06:12.649044,2024-01-24 18:08:56.160319,0 days 00:02:43.511275,64,0.95,0.0004988127768458248,PRUNED
82,82,1.9672763999999998,2024-01-24 18:08:56.161320,2024-01-24 18:14:02.482191,0 days 00:05:06.320871,64,0.95,0.0007156350947556958,COMPLETE
83,83,-11.8971694,2024-01-24 18:14:02.482191,2024-01-24 18:16:45.762556,0 days 00:02:43.280365,64,0.95,0.000743580255120168,PRUNED
84,84,-18.0230437,2024-01-24 18:16:45.762556,2024-01-24 18:19:29.607161,0 days 00:02:43.844605,64,0.95,0.0009112633506746633,PRUNED
85,85,-13.955668399999999,2024-01-24 18:19:29.608159,2024-01-24 18:22:12.938804,0 days 00:02:43.330645,64,0.95,0.0014407685442262995,PRUNED
86,86,-18.0119256,2024-01-24 18:22:12.939808,2024-01-24 18:24:56.652890,0 days 00:02:43.713082,64,0.95,0.001197905549831048,PRUNED
87,87,-19.691477999999996,2024-01-24 18:24:56.652890,2024-01-24 18:27:40.642744,0 days 00:02:43.989854,64,0.95,0.006538103196896087,PRUNED
88,88,-18.022315799999998,2024-01-24 18:27:40.642744,2024-01-24 18:30:23.956101,0 days 00:02:43.313357,64,0.995,0.00017488051606027706,PRUNED
89,89,-18.021128499999996,2024-01-24 18:30:23.957103,2024-01-24 18:33:07.331432,0 days 00:02:43.374329,16,0.95,0.0005058463699988648,PRUNED
90,90,-7.623829499999999,2024-01-24 18:33:07.332434,2024-01-24 18:38:14.355021,0 days 00:05:07.022587,512,0.999,0.000333560847881325,COMPLETE
91,91,-18.0171841,2024-01-24 18:38:14.355021,2024-01-24 18:40:57.385658,0 days 00:02:43.030637,512,0.999,0.00022897686544272428,PRUNED
92,92,-8.588817899999999,2024-01-24 18:40:57.386659,2024-01-24 18:43:41.091081,0 days 00:02:43.704422,512,0.999,0.000355172793043057,PRUNED
93,93,-9.7110113,2024-01-24 18:43:41.092087,2024-01-24 18:46:24.896397,0 days 00:02:43.804310,512,0.999,0.0002968250147601839,PRUNED
94,94,-11.818584100000002,2024-01-24 18:46:24.897401,2024-01-24 18:49:08.574533,0 days 00:02:43.677132,512,0.999,0.00045518285444658705,PRUNED
95,95,-19.691477999999996,2024-01-24 18:49:08.575533,2024-01-24 18:51:52.349764,0 days 00:02:43.774231,128,0.99,0.004849243236386833,PRUNED
96,96,-18.0147074,2024-01-24 18:51:52.349764,2024-01-24 18:54:35.866691,0 days 00:02:43.516927,64,0.95,0.007838209191188784,PRUNED
97,97,-18.0214037,2024-01-24 18:54:35.867690,2024-01-24 18:57:18.992705,0 days 00:02:43.125015,64,0.95,0.0006612003605468418,PRUNED
98,98,-19.691477999999996,2024-01-24 18:57:18.992705,2024-01-24 19:00:02.418292,0 days 00:02:43.425587,64,0.99,0.00038302128402922857,PRUNED
99,99,-18.019651000000003,2024-01-24 19:00:02.419295,2024-01-24 19:02:45.504322,0 days 00:02:43.085027,128,0.9999,0.0018493205072240312,PRUNED
